Timestamp,Solar PV Output (kW),Wind Power Output (kW),Electricity Load
2024-12-01 00:00:00+00:00,31.168399473098546,38.916489488391775,219.09396442222655
2024-12-01 00:30:00+00:00,10.223139056973478,106.01045296737942,588.0149765771116
2024-12-01 01:00:00+00:00,25.614485564731844,36.14449753763271,274.61266421071986
2024-12-01 01:30:00+00:00,53.51161431850733,202.96603305610194,413.12242121078646
2024-12-01 02:00:00+00:00,18.835753853472816,136.49526061007475,436.40688958650134
2024-12-01 02:30:00+00:00,16.848806072315266,1.0410068206706635,936.7579311957018
2024-12-01 03:00:00+00:00,30.11074402968968,70.27060518423353,661.3831285655433
2024-12-01 03:30:00+00:00,4.44876671624892,51.89089878202417,484.2858536288493
2024-12-01 04:00:00+00:00,154.4064049944837,23.763435938010037,659.3063761283163
2024-12-01 04:30:00+00:00,35.9950899562961,80.66102678443988,138.56750595770222
2024-12-01 05:00:00+00:00,50.05082610985275,24.359397829289694,378.0323557778704
2024-12-01 05:30:00+00:00,35.84147219917808,73.37506922178231,550.9210411960328
2024-12-01 06:00:00+00:00,37.344204180618355,255.61332976230514,252.10887160456164
2024-12-01 06:30:00+00:00,38.319746976504995,43.80964124491836,453.6292899801852
2024-12-01 07:00:00+00:00,10.309767189817894,298.0872110027984,702.6242006317731
2024-12-01 07:30:00+00:00,12.607399120295959,98.11055890092126,279.2568247325516
2024-12-01 08:00:00+00:00,14.358052226793259,13.98150496542451,391.20478221795946
2024-12-01 08:30:00+00:00,38.7492930318874,121.00921296218172,258.9480621122086
2024-12-01 09:00:00+00:00,46.58934267673504,76.59305059918597,243.11958086949932
2024-12-01 09:30:00+00:00,104.60104723973203,102.87605444258713,599.1999793938778
2024-12-01 10:00:00+00:00,64.5417305410341,23.540702647373017,80.25668198943605
2024-12-01 10:30:00+00:00,93.62553037533642,144.0316605848906,536.4890633401209
2024-12-01 11:00:00+00:00,22.086952456055553,237.0930998040306,433.4178031260899
2024-12-01 11:30:00+00:00,144.06740228480496,216.4996870567868,181.54577049665323
2024-12-01 12:00:00+00:00,16.314644763036785,38.13822661692703,271.5898688398665
2024-12-01 12:30:00+00:00,3.2478703573531913,393.6933135191049,549.2895799423925
2024-12-01 13:00:00+00:00,28.785211515394742,44.338499861701315,329.8149941963841
2024-12-01 13:30:00+00:00,37.3129728066683,100.05640511574393,943.1322258299125
2024-12-01 14:00:00+00:00,27.659751571268483,31.325435284023783,771.5380660138162
2024-12-01 14:30:00+00:00,30.23370583703022,75.9755280679401,73.1783809097217
2024-12-01 15:00:00+00:00,94.75874240125675,8.14375251797238,303.9353867208265
2024-12-01 15:30:00+00:00,15.243934417578556,184.39601628433002,84.80085873099821
2024-12-01 16:00:00+00:00,13.16437691483996,26.715179319364086,475.658062443943
2024-12-01 16:30:00+00:00,113.68812912535522,39.19189829333928,594.6943167275529
2024-12-01 17:00:00+00:00,9.270328164266965,20.947800021635846,656.8495697338805
2024-12-01 17:30:00+00:00,21.341221277247634,56.270051633594996,195.79616228923385
2024-12-01 18:00:00+00:00,145.8775801738252,113.93366970382871,303.22773960516963
2024-12-01 18:30:00+00:00,22.600481843000097,31.46396824805814,568.7332474932682
2024-12-01 19:00:00+00:00,6.610239803613259,64.97298342087137,516.5208810288009
2024-12-01 19:30:00+00:00,109.14210684637406,87.32146144392921,436.4007849617557
2024-12-01 20:00:00+00:00,42.943858434106744,18.486509526292576,446.6347320943358
2024-12-01 20:30:00+00:00,172.9902215189971,65.7517545439163,279.1172919987246
2024-12-01 21:00:00+00:00,3.4472436429971873,73.62611289827257,750.3324924385867
2024-12-01 21:30:00+00:00,52.460756077138015,171.26232821358937,265.6305425330191
2024-12-01 22:00:00+00:00,63.999927483649785,24.399455705968776,199.2719459231982
2024-12-01 22:30:00+00:00,4.429840110280721,79.69970591694964,310.3537599800246
2024-12-01 23:00:00+00:00,63.176301956906656,56.03622357799466,133.31873879150552
2024-12-01 23:30:00+00:00,27.834076753442076,2.783447643083978,868.8876799710943
2024-12-02 00:00:00+00:00,86.79553525243243,111.8885950950912,803.9876976718165
2024-12-02 00:30:00+00:00,52.283859178110944,14.481927039243313,1628.6233999394963
2024-12-02 01:00:00+00:00,212.62873876238,71.37014817808405,452.79734575847885
2024-12-02 01:30:00+00:00,44.80843150640539,8.487364983493958,477.35857398492607
2024-12-02 02:00:00+00:00,10.131678497519692,9.848393598439909,403.6763711330021
2024-12-02 02:30:00+00:00,51.818861674258486,2.397170024605328,133.50150505028205
2024-12-02 03:00:00+00:00,22.539855933852266,233.47891594360573,475.6517332595726
2024-12-02 03:30:00+00:00,23.12646275396639,191.66459523320344,457.4262199748417
2024-12-02 04:00:00+00:00,21.70770328100361,30.410629245762493,718.2345869387171
2024-12-02 04:30:00+00:00,69.23150942258376,28.419093236526358,430.2753146153626
2024-12-02 05:00:00+00:00,60.388466688756495,111.60431026699422,189.4053635001149
2024-12-02 05:30:00+00:00,16.888728658121956,53.198940529462284,335.19109687801415
2024-12-02 06:00:00+00:00,54.74941050449066,14.561113282810092,412.74767720818875
2024-12-02 06:30:00+00:00,20.386501694498858,52.92746111865365,1024.985142974548
2024-12-02 07:00:00+00:00,51.64723555227868,0.12385351229667924,591.7868612104371
2024-12-02 07:30:00+00:00,29.58170374955297,27.84549654797587,1054.2963193221071
2024-12-02 08:00:00+00:00,11.6654878079695,49.23084597730402,185.789466120902
2024-12-02 08:30:00+00:00,26.385023765527766,19.881011495246092,313.9238211698895
2024-12-02 09:00:00+00:00,60.698234833710515,270.43138295527075,468.1143169340861
2024-12-02 09:30:00+00:00,72.91931827175358,30.689816503333034,124.35693007298406
2024-12-02 10:00:00+00:00,35.15215597747648,292.93807752011895,154.84557045707118
2024-12-02 10:30:00+00:00,3.7269300066748263,89.87826310701305,209.13951718645475
2024-12-02 11:00:00+00:00,66.1918663134806,157.97406102516715,201.15077329658268
2024-12-02 11:30:00+00:00,7.324344250184843,74.06747535814225,134.75890647881542
2024-12-02 12:00:00+00:00,78.07377604421254,23.32021606074493,423.0781525058904
2024-12-02 12:30:00+00:00,55.0357473312582,249.9582265013001,212.48061284765836
2024-12-02 13:00:00+00:00,17.12414529564971,133.64915465514076,176.50859825221468
2024-12-02 13:30:00+00:00,24.86335816624804,45.54354498559945,463.93286359846644
2024-12-02 14:00:00+00:00,65.64886802693925,243.24572607848654,199.04803360899137
2024-12-02 14:30:00+00:00,8.359951086124811,21.985768077365222,715.3579375328891
2024-12-02 15:00:00+00:00,128.11290913236664,101.87644135892756,271.73889876644193
2024-12-02 15:30:00+00:00,31.8627508098344,12.70717345992998,447.20308719075985
2024-12-02 16:00:00+00:00,64.50356884912199,142.85526720323475,385.3216290062426
2024-12-02 16:30:00+00:00,25.585566528425137,178.18077390016532,676.6782812609608
2024-12-02 17:00:00+00:00,108.23731371254652,31.465286218299646,534.9120443853055
2024-12-02 17:30:00+00:00,42.850752308493625,210.03869608733186,351.56197537423117
2024-12-02 18:00:00+00:00,56.44945576385605,156.54195127010863,445.9079849417987
2024-12-02 18:30:00+00:00,46.706202683593816,108.4862108017779,297.6862960107079
2024-12-02 19:00:00+00:00,67.5697034421664,4.730286453303813,236.9250556541061
2024-12-02 19:30:00+00:00,8.772577663389699,139.6458717592821,821.577113757071
2024-12-02 20:00:00+00:00,69.22964109341216,36.91317923699043,527.8016269984525
2024-12-02 20:30:00+00:00,14.45499730081269,17.359356563814934,1086.6141092579924
2024-12-02 21:00:00+00:00,30.634388457850974,24.62148100179506,49.4835100406765
2024-12-02 21:30:00+00:00,45.28083942807154,86.83855783593762,341.1295742822978
2024-12-02 22:00:00+00:00,36.483239164198736,75.95925521970376,263.29947318584965
2024-12-02 22:30:00+00:00,18.697724887482607,368.983651028198,263.73023142931225
2024-12-02 23:00:00+00:00,56.211595764286216,73.30326574933207,208.88589987682622
2024-12-02 23:30:00+00:00,3.241473765924456,85.54018715179531,450.4203552392186
2024-12-03 00:00:00+00:00,55.71134895525891,19.929008178816716,218.14942028734586
2024-12-03 00:30:00+00:00,104.20266497763579,153.4648389563066,656.7447315378366
2024-12-03 01:00:00+00:00,5.433010437566805,39.52740488054617,297.148583973851
2024-12-03 01:30:00+00:00,33.45515862247835,89.22477972455579,381.8737853872845
2024-12-03 02:00:00+00:00,55.58358351492462,51.20339727146417,502.352308015
2024-12-03 02:30:00+00:00,41.042920527993196,106.54667738477187,699.1049894209333
2024-12-03 03:00:00+00:00,24.309663649757276,30.535483630264608,313.39499393058
2024-12-03 03:30:00+00:00,1.3795849939423648,321.4395175459387,275.7261581469885
2024-12-03 04:00:00+00:00,18.978454853508733,331.28879253081163,139.7067729493209
2024-12-03 04:30:00+00:00,32.58173279443257,74.98829753557558,637.0700116534266
2024-12-03 05:00:00+00:00,173.99183969795672,160.93190747858418,468.0983159649571
2024-12-03 05:30:00+00:00,113.54281970012026,92.25886471151169,655.4305656962529
2024-12-03 06:00:00+00:00,31.879083952227887,182.39387992627837,317.4826284945202
2024-12-03 06:30:00+00:00,13.850093079675174,182.46222187443414,444.6025281448291
2024-12-03 07:00:00+00:00,168.74050442834522,25.97259264967925,494.6929666461782
2024-12-03 07:30:00+00:00,129.54418228964832,83.9421429661082,553.4708331765194
2024-12-03 08:00:00+00:00,104.22196534677688,115.35743206104597,260.9943456173862
2024-12-03 08:30:00+00:00,66.93349031090665,150.2246603632001,367.95083314496964
2024-12-03 09:00:00+00:00,164.14845552459855,23.95879247767477,245.37220701185066
2024-12-03 09:30:00+00:00,50.341709979623936,39.43619810521063,976.8194787325644
2024-12-03 10:00:00+00:00,20.035073297434558,53.03345171354483,289.4726506655112
2024-12-03 10:30:00+00:00,93.06711037563714,15.21074106593156,234.77281633808605
